cutii_sheet_row,cutii_name,qty_per_year,status,confirmed_excel_row,top1_excel_row,top1_score,top1_score_name,top1_score_pdf,top1_name,top1_pdf,top2_excel_row,top2_score,top2_score_name,top2_score_pdf,top2_name,top2_pdf,top3_excel_row,top3_score,top3_score_name,top3_score_pdf,top3_name,top3_pdf
72,Vinpocetina-BP sol. inj. 5 mg/ml 5ml N10,16900,ambiguous,,678,60.19417475728155,60.19417475728155,60.19417475728155,Progesteron-BP sol. inj. 25 mg-ml 1ml_N10 (ВУМ-121-02) 25.02.19,Progesteron-BP sol. inj. 25 mg-ml 1ml_N10 (ВУМ-121-02) 25.02.19.pdf,690,58.8235294117647,58.8235294117647,58.8235294117647,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18.pdf,818,56.60377358490566,56.60377358490566,56.60377358490566,"Vincamin-BP sol. inj. 7,5 mg_ml 2 ml N5x2 (ВУМ-155-01) 22.10.21 Red.2","Vincamin-BP sol. inj. 7,5 mg_ml 2 ml N5x2 (ВУМ-155-01) 22.10.21 Red.2.pdf"
73,Diclofenac Sodium Eletis 75 mg/3 ml N 25  Lit,6500,ambiguous,,293,50.90909090909091,50.90909090909091,50.90909090909091,Diclofenac-BP sol. inj. 75 mg_3 ml N5 (ВУМ-183-01) 11.09.23 Red. 2,Diclofenac-BP sol. inj. 75 mg_3 ml N5 (ВУМ-183-01) 11.09.23 Red. 2.pdf,294,50.0,50.0,50.0,Diclofenac-BP sol. inj. 75 mg_3 ml N5x2 (ВУМ-183-02) 11.09.23 Red. 2,Diclofenac-BP sol. inj. 75 mg_3 ml N5x2 (ВУМ-183-02) 11.09.23 Red. 2.pdf,251,42.622950819672134,42.3728813559322,42.622950819672134,Clohidrat de Lidocaina sol. inj. 10 mg_ml N20_(SPM-392-01) 18.06.25 Red. 4,Clohidrat de Lidocaina sol. inj. 10 mg_ml N20_(SPM-392-01) 18.06.25 Red. 4.pdf
74,Sulfat de Magneziu-BP sol. inj. 250 mg/ml 5 ml N50,35300,ambiguous,,730,93.61702127659575,93.61702127659575,93.61702127659575,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N50 (ВУМ-182-02) 15.04.22 Red. 2,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N50 (ВУМ-182-02) 15.04.22 Red. 2.pdf,729,88.88888888888889,88.88888888888889,88.88888888888889,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N10 (ВУМ-182-01) 15.04.22 Red. 2,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N10 (ВУМ-182-01) 15.04.22 Red. 2.pdf,78,57.142857142857146,57.142857142857146,57.142857142857146,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2.pdf
76,"Articain-Vega 1:100000 1,7 ml N 60",3550,no_match,,112,44.85981308411215,44.85981308411215,44.85981308411215,Aprotinin-BP sol. inj. 10000 UIK-ml 10 ml fiole N10 (ВУМ-205-01) 10.06.19,Aprotinin-BP sol. inj. 10000 UIK-ml 10 ml fiole N10 (ВУМ-205-01) 10.06.19.pdf,11,43.373493975903614,43.373493975903614,43.373493975903614,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18.pdf,339,42.857142857142854,42.857142857142854,42.857142857142854,FOLICINAT comp. 100 mсg N100 (ВУМ-178-01) 15.10.18,FOLICINAT comp. 100 mсg N100 (ВУМ-178-01) 15.10.18.pdf
77,"Articain-Vega 1:200000 1,7 ml N 60",3350,no_match,,112,42.99065420560748,42.99065420560748,42.99065420560748,Aprotinin-BP sol. inj. 10000 UIK-ml 10 ml fiole N10 (ВУМ-205-01) 10.06.19,Aprotinin-BP sol. inj. 10000 UIK-ml 10 ml fiole N10 (ВУМ-205-01) 10.06.19.pdf,339,42.857142857142854,42.857142857142854,42.857142857142854,FOLICINAT comp. 100 mсg N100 (ВУМ-178-01) 15.10.18,FOLICINAT comp. 100 mсg N100 (ВУМ-178-01) 15.10.18.pdf,114,41.81818181818182,41.81818181818182,41.81818181818182,Aprotinin-BP sol. inj. 10000 UIK-ml 10 ml flacoane N10 (ВУМ-205-02) 10.06.19,Aprotinin-BP sol. inj. 10000 UIK-ml 10 ml flacoane N10 (ВУМ-205-02) 10.06.19.pdf
78,"BP Anest 1:100000 1,7 ml N 60",11750,no_match,,11,46.15384615384615,46.15384615384615,46.15384615384615,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18.pdf,138,43.24324324324324,43.24324324324324,43.24324324324324,BP Anest cu Adren. 1.100 000 sol.inj. N20x3 (SPM-009-04) 27.01.25 Red.3,BP Anest cu Adren. 1.100 000 sol.inj. N20x3 (SPM-009-04) 27.01.25 Red.3.pdf,139,43.24324324324324,43.24324324324324,43.24324324324324,BP Anest cu Adren. 1.200 000 sol.inj. N20x3 (SPM-009-03) 27.01.25 Red.3,BP Anest cu Adren. 1.200 000 sol.inj. N20x3 (SPM-009-03) 27.01.25 Red.3.pdf
79,"BP Anest 1:200000 1,7 ml N 60",6050,no_match,,11,43.58974358974359,43.58974358974359,43.58974358974359,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18.pdf,138,43.24324324324324,43.24324324324324,43.24324324324324,BP Anest cu Adren. 1.100 000 sol.inj. N20x3 (SPM-009-04) 27.01.25 Red.3,BP Anest cu Adren. 1.100 000 sol.inj. N20x3 (SPM-009-04) 27.01.25 Red.3.pdf,139,43.24324324324324,43.24324324324324,43.24324324324324,BP Anest cu Adren. 1.200 000 sol.inj. N20x3 (SPM-009-03) 27.01.25 Red.3,BP Anest cu Adren. 1.200 000 sol.inj. N20x3 (SPM-009-03) 27.01.25 Red.3.pdf
81,Fluconazol-BP caps. 150 mg N 2,51000,ambiguous,,346,80.0,80.0,80.0,Fluconazol-BP capsule 150 mg N10 (SPM-056-06-373) 18.03.26 Red. 5,Fluconazol-BP capsule 150 mg N10 (SPM-056-06-373) 18.03.26 Red. 5.pdf,347,80.0,80.0,80.0,Fluconazol-BP capsule 150 mg N2 (SPM-056-05-373) 18.03.26 Red. 4,Fluconazol-BP capsule 150 mg N2 (SPM-056-05-373) 18.03.26 Red. 4.pdf,354,80.0,80.0,80.0,Fluconazol-BP comp. 150 mg N10 k. 15.4A (ВУМ-055-06) 12.10.2022 Red.2,Fluconazol-BP comp. 150 mg N10 k. 15.4A (ВУМ-055-06) 12.10.2022 Red.2.pdf
82,Fluconazol-BP caps. 150 mg N10,4000,ambiguous,,346,88.88888888888889,88.88888888888889,88.88888888888889,Fluconazol-BP capsule 150 mg N10 (SPM-056-06-373) 18.03.26 Red. 5,Fluconazol-BP capsule 150 mg N10 (SPM-056-06-373) 18.03.26 Red. 5.pdf,354,88.88888888888889,88.88888888888889,88.88888888888889,Fluconazol-BP comp. 150 mg N10 k. 15.4A (ВУМ-055-06) 12.10.2022 Red.2,Fluconazol-BP comp. 150 mg N10 k. 15.4A (ВУМ-055-06) 12.10.2022 Red.2.pdf,347,80.0,80.0,80.0,Fluconazol-BP capsule 150 mg N2 (SPM-056-05-373) 18.03.26 Red. 4,Fluconazol-BP capsule 150 mg N2 (SPM-056-05-373) 18.03.26 Red. 4.pdf
83,Hepaurs caps. 300 mg N 20 (export),19500,ambiguous,,392,71.7948717948718,71.7948717948718,71.7948717948718,HEPAURS capsule 300 mg N10x3 (SPM-064-06-373) 17.09.25 Red.2,HEPAURS capsule 300 mg N10x3 (SPM-064-06-373) 17.09.25 Red.2.pdf,393,71.7948717948718,71.7948717948718,71.7948717948718,HEPAURS capsule 300 mg N10x6 (SPM-064-03-373) 17.09.25 Red.3,HEPAURS capsule 300 mg N10x6 (SPM-064-03-373) 17.09.25 Red.3.pdf,666,64.86486486486487,64.86486486486487,64.86486486486487,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1.pdf
84,Krenorm caps. 10000 UI N 20,29800,no_match,,627,46.15384615384615,46.15384615384615,46.15384615384615,PANZIMED capsule 10000 UA N30 (ВУМ-108-01)  15.12.18,PANZIMED capsule 10000 UA N30 (ВУМ-108-01)  15.12.18.pdf,326,45.714285714285715,45.714285714285715,45.714285714285715,Enoxaparina-BP sol. inj. seringa preump 10000 UI_1ml N10 (ВУМ-213-04) 14.10.25 Red.3,Enoxaparina-BP sol. inj. seringa preump 10000 UI_1ml N10 (ВУМ-213-04) 14.10.25 Red.3.pdf,842,45.714285714285715,45.714285714285715,45.714285714285715,Vitamina D3 caps. moi 2500 UI N15x2 (SPM-068-01-373) 12.01.26 Red.4,Vitamina D3 caps. moi 2500 UI N15x2 (SPM-068-01-373) 12.01.26 Red.4.pdf
85,Krenorm caps. 25000 UI N 20,23250,no_match,,622,47.61904761904762,47.61904761904762,47.61904761904762,PANZIMED FORTE capsule 25000 UA N30 (ВУМ-109-01)  15.12.18,PANZIMED FORTE capsule 25000 UA N30 (ВУМ-109-01)  15.12.18.pdf,141,46.0,46.0,46.0,Berberine+Chromium caps. 500mg+40mcg N60 (SPM-456-02-373) 05.03.26 Red. 2,Berberine+Chromium caps. 500mg+40mcg N60 (SPM-456-02-373) 05.03.26 Red. 2.pdf,842,45.714285714285715,45.714285714285715,45.714285714285715,Vitamina D3 caps. moi 2500 UI N15x2 (SPM-068-01-373) 12.01.26 Red.4,Vitamina D3 caps. moi 2500 UI N15x2 (SPM-068-01-373) 12.01.26 Red.4.pdf
86,Pro-Digestiv caps. 10000 UA N20,8600,ambiguous,,671,60.674157303370784,60.674157303370784,60.674157303370784,Pro-Digestiv 10 000 caps N10x2 (SPM-119-02) 16.02.24 Red.1,Pro-Digestiv 10 000 caps N10x2 (SPM-119-02) 16.02.24 Red.1.pdf,672,55.81395348837209,55.81395348837209,55.81395348837209,Pro-Digestiv ADVANCE 25 000 caps N10x2 (SPM-120-02) 16.02.24 Red. 1,Pro-Digestiv ADVANCE 25 000 caps N10x2 (SPM-120-02) 16.02.24 Red. 1.pdf,673,55.81395348837209,55.81395348837209,55.81395348837209,Pro-Digestiv capsule 10 000 UI Nr. 10x3 Sup. Al. (ВУМ-119- 01-040 RO)  04.06.20,Pro-Digestiv capsule 10 000 UI Nr. 10x3 Sup. Al. (ВУМ-119- 01-040 RO)  04.06.20.pdf
89,B Complex caps. N 30,5000,ambiguous,,128,62.06896551724138,62.06896551724138,62.06896551724138,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4.pdf,129,62.06896551724138,62.06896551724138,62.06896551724138,B Complex Plus (B1_B6_B12) sol. inj. 2 ml N5x2 (SPM-230-02-372) 08.07.25 Red.3,B Complex Plus (B1_B6_B12) sol. inj. 2 ml N5x2 (SPM-230-02-372) 08.07.25 Red.3.pdf,131,62.06896551724138,62.06896551724138,62.06896551724138,B Complex Plus (B1_B6_B12) sol. inj. 2ml N5 (SPM-230-01-372) 08.07.25 Red.2,B Complex Plus (B1_B6_B12) sol. inj. 2ml N5 (SPM-230-01-372) 08.07.25 Red.2.pdf
90,Dermalight Formula caps. N 30 (FULLAB),5600,no_match,,128,40.42553191489362,40.42553191489362,40.42553191489362,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4.pdf,693,39.583333333333336,39.583333333333336,39.583333333333336,Resveratrol BP caps. N10x6 (SPM-490-02-373) 03.04.25 Red.1,Resveratrol BP caps. N10x6 (SPM-490-02-373) 03.04.25 Red.1.pdf,279,38.70967741935484,38.70967741935484,38.70967741935484,DMAE BP capsule 250 mg N120 (SPM-491-03) 23.06.25 Red.1,DMAE BP capsule 250 mg N120 (SPM-491-03) 23.06.25 Red.1.pdf
91,Gastrigen-Pro caps. 10000 N 30 (UA),168800,no_match,,666,48.421052631578945,48.421052631578945,48.421052631578945,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1.pdf,667,48.421052631578945,48.421052631578945,48.421052631578945,Pregabalin-BP caps. 300 mg N10x6 (SPM-399-06) 04.03.24 Red.1,Pregabalin-BP caps. 300 mg N10x6 (SPM-399-06) 04.03.24 Red.1.pdf,583,47.05882352941177,47.05882352941177,47.05882352941177,Naltrexon-BP comp. 50 mg N60 (ВУМ-198-01) 15.01.19,Naltrexon-BP comp. 50 mg N60 (ВУМ-198-01) 15.01.19.pdf
92,Gastrigen-Pro caps. 25000 N 30 (UA),83000,no_match,,463,47.31182795698925,47.31182795698925,47.31182795698925,Lansoprazol-BP capsule 30 mg N10 (ВУМ-072-03-373) 29.01.20,Lansoprazol-BP capsule 30 mg N10 (ВУМ-072-03-373) 29.01.20.pdf,583,47.05882352941177,47.05882352941177,47.05882352941177,Naltrexon-BP comp. 50 mg N60 (ВУМ-198-01) 15.01.19,Naltrexon-BP comp. 50 mg N60 (ВУМ-198-01) 15.01.19.pdf,719,46.601941747572816,46.601941747572816,46.601941747572816,SANOCARD comp. gastrorezistent 300 mg N10x3 (ВУМ-258-05) 05.08.21 - Red.1,SANOCARD comp. gastrorezistent 300 mg N10x3 (ВУМ-258-05) 05.08.21 - Red.1.pdf
95,Liver Formula caps. N 30 (FULLAB),6800,no_match,,132,40.50632911392405,40.50632911392405,40.50632911392405,B Complex caps N30 (SPM-265-01) 17.02.26 Red.4,B Complex caps N30 (SPM-265-01) 17.02.26 Red.4.pdf,128,40.449438202247194,40.449438202247194,40.449438202247194,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4.pdf,458,38.63636363636363,38.63636363636363,38.63636363636363,LOMUSTIN_caps_40mg_N30_(ВУМ-343-01-373) 20.01.23 Red. 1,LOMUSTIN_caps_40mg_N30_(ВУМ-343-01-373) 20.01.23 Red. 1.pdf
97,Silimarin-BP caps. 140 mg N 30,53500,ambiguous,,734,63.829787234042556,63.829787234042556,63.829787234042556,Silimarină-BP caps. 140 mg N10x3 (SPM-578-03-373) 13.01.26 Red.2,Silimarină-BP caps. 140 mg N10x3 (SPM-578-03-373) 13.01.26 Red.2.pdf,735,63.829787234042556,63.829787234042556,63.829787234042556,Silimarină-BP caps. 140 mg N10x6 (SPM-578-04-373) 13.01.26 Red.2,Silimarină-BP caps. 140 mg N10x6 (SPM-578-04-373) 13.01.26 Red.2.pdf,737,59.57446808510638,59.57446808510638,59.57446808510638,Silimarină-BP caps. 150 mg N10x3 (SPM-578-05-373) 13.01.26 Red.2,Silimarină-BP caps. 150 mg N10x3 (SPM-578-05-373) 13.01.26 Red.2.pdf
98,Silimarin-BP caps. 150 mg N 30,23100,ambiguous,,737,63.829787234042556,63.829787234042556,63.829787234042556,Silimarină-BP caps. 150 mg N10x3 (SPM-578-05-373) 13.01.26 Red.2,Silimarină-BP caps. 150 mg N10x3 (SPM-578-05-373) 13.01.26 Red.2.pdf,738,63.829787234042556,63.829787234042556,63.829787234042556,Silimarină-BP caps. 150 mg N10x6 (SPM-578-06-373) 13.01.26 Red.2,Silimarină-BP caps. 150 mg N10x6 (SPM-578-06-373) 13.01.26 Red.2.pdf,734,61.702127659574465,61.702127659574465,61.702127659574465,Silimarină-BP caps. 140 mg N10x3 (SPM-578-03-373) 13.01.26 Red.2,Silimarină-BP caps. 140 mg N10x3 (SPM-578-03-373) 13.01.26 Red.2.pdf
99,Skin Detox Formula caps. N 30 (FULLAB),6200,no_match,,128,42.5531914893617,42.5531914893617,42.5531914893617,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4.pdf,134,42.10526315789474,42.10526315789474,42.10526315789474,B Complex capsule N30 (ВУМ-265-01-7) Rusia 31.05.22 Red.1,B Complex capsule N30 (ВУМ-265-01-7) Rusia 31.05.22 Red.1.pdf,377,41.509433962264154,41.509433962264154,41.509433962264154,Glicina FORTE comp. de supt 300 mg N30 (ВУМ-188-373) 05.05.22 Red. 4,Glicina FORTE comp. de supt 300 mg N30 (ВУМ-188-373) 05.05.22 Red. 4.pdf
100,Antioxidant Formula caps. N 60 (FULLAB),3700,no_match,,597,42.5531914893617,42.5531914893617,42.5531914893617,Omega-3 BP Essential caps. moi. N10x3 (SMP-060-01)15.12.25 Red.3,Omega-3 BP Essential caps. moi. N10x3 (SMP-060-01)15.12.25 Red.3.pdf,11,40.90909090909091,40.90909090909091,40.90909090909091,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18.pdf,602,40.77669902912621,40.77669902912621,40.77669902912621,Omega-3 BP ULTRA caps. moi gelatin N30 (ВУМ-365-01-373_40) 28.04.23 Red.1,Omega-3 BP ULTRA caps. moi gelatin N30 (ВУМ-365-01-373_40) 28.04.23 Red.1.pdf
103,Hair Formula Men caps. N 60 (FULLAB),2850,no_match,,622,40.86021505376344,40.86021505376344,40.86021505376344,PANZIMED FORTE capsule 25000 UA N30 (ВУМ-109-01)  15.12.18,PANZIMED FORTE capsule 25000 UA N30 (ВУМ-109-01)  15.12.18.pdf,509,40.77669902912621,40.77669902912621,40.77669902912621,Macronit Macrocristal caps. 50 mg N10x3 (SPM-394-01) 29.12.25 Red.1,Macronit Macrocristal caps. 50 mg N10x3 (SPM-394-01) 29.12.25 Red.1.pdf,507,40.38461538461539,40.38461538461539,40.38461538461539,Macronit Macrocristal caps. 100 mg N10x3 (SPM-394-02) 29.12.25 Red.1,Macronit Macrocristal caps. 100 mg N10x3 (SPM-394-02) 29.12.25 Red.1.pdf
104,Hair Formula Women caps. N 60 (FULLAB),3900,no_match,,499,43.75,43.75,43.75,LustOn Women capsule N10x9 (SPM-464-01-373) 16.05.25 Red.1,LustOn Women capsule N10x9 (SPM-464-01-373) 16.05.25 Red.1.pdf,132,40.476190476190474,40.476190476190474,40.476190476190474,B Complex caps N30 (SPM-265-01) 17.02.26 Red.4,B Complex caps N30 (SPM-265-01) 17.02.26 Red.4.pdf,128,40.42553191489362,40.42553191489362,40.42553191489362,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4,B Complex FORTE capsules N30 (SPM-266-01) 30.03.26 Red.4.pdf
105,Hepaurs caps. 150 mg N60,2500,ambiguous,,386,73.6842105263158,73.6842105263158,73.6842105263158,HEPAURS capsule 150 mg N10x3 (SPM-064-04-373) 17.09.25 Red.2,HEPAURS capsule 150 mg N10x3 (SPM-064-04-373) 17.09.25 Red.2.pdf,387,73.6842105263158,73.6842105263158,73.6842105263158,HEPAURS capsule 150 mg N10x6 (SPM-064-01-373) 17.09.25 Red.3,HEPAURS capsule 150 mg N10x6 (SPM-064-01-373) 17.09.25 Red.3.pdf,663,66.66666666666666,66.66666666666666,66.66666666666666,Pregabalin-BP caps. 150 mg N10x3 (SPM-399-03) 04.03.24 Red.1,Pregabalin-BP caps. 150 mg N10x3 (SPM-399-03) 04.03.24 Red.1.pdf
106,Hepaurs caps. 250 mg N60,14300,ambiguous,,389,73.6842105263158,73.6842105263158,73.6842105263158,HEPAURS capsule 250 mg N10x3 (SPM-064-05-373) 17.09.25 Red.2,HEPAURS capsule 250 mg N10x3 (SPM-064-05-373) 17.09.25 Red.2.pdf,390,73.6842105263158,73.6842105263158,73.6842105263158,HEPAURS capsule 250 mg N10x6 (SPM-064-02-373) 17.09.25 Red.3,HEPAURS capsule 250 mg N10x6 (SPM-064-02-373) 17.09.25 Red.3.pdf,386,58.8235294117647,58.8235294117647,58.8235294117647,HEPAURS capsule 150 mg N10x3 (SPM-064-04-373) 17.09.25 Red.2,HEPAURS capsule 150 mg N10x3 (SPM-064-04-373) 17.09.25 Red.2.pdf
107,Hepaurs caps. 300 mg N60,31850,ambiguous,,392,73.6842105263158,73.6842105263158,73.6842105263158,HEPAURS capsule 300 mg N10x3 (SPM-064-06-373) 17.09.25 Red.2,HEPAURS capsule 300 mg N10x3 (SPM-064-06-373) 17.09.25 Red.2.pdf,393,73.6842105263158,73.6842105263158,73.6842105263158,HEPAURS capsule 300 mg N10x6 (SPM-064-03-373) 17.09.25 Red.3,HEPAURS capsule 300 mg N10x6 (SPM-064-03-373) 17.09.25 Red.3.pdf,666,66.66666666666666,66.66666666666666,66.66666666666666,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1.pdf
109,NMN BP caps. 300 mg N 60,5500,ambiguous,,581,70.27027027027027,70.27027027027027,70.27027027027027,NMN BP capsule 300 mg N10x6 (SPM-548-02-373) 12.01.26 Red.1,NMN BP capsule 300 mg N10x6 (SPM-548-02-373) 12.01.26 Red.1.pdf,666,66.66666666666666,66.66666666666666,66.66666666666666,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1,Pregabalin-BP caps. 300 mg N10x3 (SPM-399-05) 04.03.24 Red.1.pdf,667,66.66666666666666,66.66666666666666,66.66666666666666,Pregabalin-BP caps. 300 mg N10x6 (SPM-399-06) 04.03.24 Red.1,Pregabalin-BP caps. 300 mg N10x6 (SPM-399-06) 04.03.24 Red.1.pdf
112,Zinc Magnezium Active (ZMA) caps. N 60,5000,no_match,,510,45.87155963302752,45.87155963302752,45.87155963302752,Magnesium Chelate+Vit. B6 comp. film N10x3 (SMP-494-01) 15.12.25 Red. 2,Magnesium Chelate+Vit. B6 comp. film N10x3 (SMP-494-01) 15.12.25 Red. 2.pdf,509,45.714285714285715,45.714285714285715,45.714285714285715,Macronit Macrocristal caps. 50 mg N10x3 (SPM-394-01) 29.12.25 Red.1,Macronit Macrocristal caps. 50 mg N10x3 (SPM-394-01) 29.12.25 Red.1.pdf,507,45.283018867924525,45.283018867924525,45.283018867924525,Macronit Macrocristal caps. 100 mg N10x3 (SPM-394-02) 29.12.25 Red.1,Macronit Macrocristal caps. 100 mg N10x3 (SPM-394-02) 29.12.25 Red.1.pdf
124,D3Plan 5000 IU caps. N 60,51500,no_match,,627,42.10526315789474,42.10526315789474,42.10526315789474,PANZIMED capsule 10000 UA N30 (ВУМ-108-01)  15.12.18,PANZIMED capsule 10000 UA N30 (ВУМ-108-01)  15.12.18.pdf,842,41.30434782608695,41.30434782608695,41.30434782608695,Vitamina D3 caps. moi 2500 UI N15x2 (SPM-068-01-373) 12.01.26 Red.4,Vitamina D3 caps. moi 2500 UI N15x2 (SPM-068-01-373) 12.01.26 Red.4.pdf,835,41.23711340206186,41.23711340206186,41.23711340206186,Vitamin D3+Vit. E caps. moi 600 UI+10 mg N30 (SPM-426-01) 09.04.25 Red.1,Vitamin D3+Vit. E caps. moi 600 UI+10 mg N30 (SPM-426-01) 09.04.25 Red.1.pdf
127,"Cabergolin-BP comp. 0,5 mg N 2",29050,ambiguous,,172,92.85714285714286,92.85714285714286,92.85714285714286,"Cabergolin-BP comp. 0,5 mg N2 (ВУМ-219-01) 24.01.22 Red.1","Cabergolin-BP comp. 0,5 mg N2 (ВУМ-219-01) 24.01.22 Red.1.pdf",174,92.85714285714286,92.85714285714286,92.85714285714286,"Cabergolin-BP comp. 0,5 mg N20 (ВУМ-219-02) 24.01.22 Red.1","Cabergolin-BP comp. 0,5 mg N20 (ВУМ-219-02) 24.01.22 Red.1.pdf",281,57.142857142857146,57.142857142857146,57.142857142857146,"Dexametazon-BP comp. 0,5 mg N25 (ВУМ-045-02) - 21.09.21 Red.1","Dexametazon-BP comp. 0,5 mg N25 (ВУМ-045-02) - 21.09.21 Red.1.pdf"
128,Esculap comp.film. 20 mg N 4 (UZ),20000,ambiguous,,495,53.608247422680414,53.608247422680414,53.608247422680414,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2.pdf,497,52.083333333333336,52.083333333333336,52.083333333333336,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3.pdf,590,51.61290322580645,51.61290322580645,51.61290322580645,Nimesulid-BP comp. 100 mg N10x2 (SPM-013-01) 21.07.25 Red. 4,Nimesulid-BP comp. 100 mg N10x2 (SPM-013-01) 21.07.25 Red. 4.pdf
129,Esculap comp.film. 20 mg. N 4,26000,ambiguous,,497,50.0,50.0,50.0,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3.pdf,495,49.46236559139785,49.46236559139785,49.46236559139785,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2.pdf,318,48.19277108433735,48.19277108433735,48.19277108433735,Enalapril-BP comp. 20 mg N60 (ВУМ-049-08-373) 01.12.18,Enalapril-BP comp. 20 mg N60 (ВУМ-049-08-373) 01.12.18.pdf
131,Esculap comp.film. 20 mg N 10 (UZ),20000,ambiguous,,497,55.670103092783506,55.670103092783506,55.670103092783506,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3.pdf,495,55.10204081632653,55.10204081632653,55.10204081632653,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2.pdf,590,53.191489361702125,53.191489361702125,53.191489361702125,Nimesulid-BP comp. 100 mg N10x2 (SPM-013-01) 21.07.25 Red. 4,Nimesulid-BP comp. 100 mg N10x2 (SPM-013-01) 21.07.25 Red. 4.pdf
132,Fluconazol-BP comp.150 mg N10,13300,ambiguous,,346,81.63265306122449,81.63265306122449,81.63265306122449,Fluconazol-BP capsule 150 mg N10 (SPM-056-06-373) 18.03.26 Red. 5,Fluconazol-BP capsule 150 mg N10 (SPM-056-06-373) 18.03.26 Red. 5.pdf,349,81.63265306122449,81.63265306122449,81.63265306122449,Fluconazol-BP capsule 200 mg N10 (SPM-056-08-373) 18.03.26 Red. 5,Fluconazol-BP capsule 200 mg N10 (SPM-056-08-373) 18.03.26 Red. 5.pdf,352,81.63265306122449,81.63265306122449,81.63265306122449,Fluconazol-BP comp. 100 mg N10 (SPM-055-04) 08.11.24 Red.2,Fluconazol-BP comp. 100 mg N10 (SPM-055-04) 08.11.24 Red.2.pdf
