cutii_sheet_row,cutii_name,qty_per_year,status,confirmed_excel_row,top1_excel_row,top1_score,top1_score_name,top1_score_pdf,top1_name,top1_pdf,top2_excel_row,top2_score,top2_score_name,top2_score_pdf,top2_name,top2_pdf,top3_excel_row,top3_score,top3_score_name,top3_score_pdf,top3_name,top3_pdf
38,Tavestin sol.inj 1mg/ml 2 ml N 5,58550,no_match,,678,46.31578947368421,46.31578947368421,46.31578947368421,Progesteron-BP sol. inj. 25 mg-ml 1ml_N10 (ВУМ-121-02) 25.02.19,Progesteron-BP sol. inj. 25 mg-ml 1ml_N10 (ВУМ-121-02) 25.02.19.pdf,818,44.89795918367347,44.89795918367347,44.89795918367347,"Vincamin-BP sol. inj. 7,5 mg_ml 2 ml N5x2 (ВУМ-155-01) 22.10.21 Red.2","Vincamin-BP sol. inj. 7,5 mg_ml 2 ml N5x2 (ВУМ-155-01) 22.10.21 Red.2.pdf",824,44.642857142857146,44.642857142857146,44.642857142857146,Vinpocetin-BP conc. sol. perf. 5 mg-ml 2 ml N5x2 (SPM-156-01-373) 06.08.25 Red.5,Vinpocetin-BP conc. sol. perf. 5 mg-ml 2 ml N5x2 (SPM-156-01-373) 06.08.25 Red.5.pdf
39,"Trilivia 500 mg+2mg+0,02mg/ml 2 ml N 5 (Spania)",1500,no_match,,840,46.28099173553719,46.28099173553719,46.28099173553719,Vitamina C sol. inj. 200 mg-ml 5 ml N5 (fiole) (SPM-366-03) 18.08.25 Red.1,Vitamina C sol. inj. 200 mg-ml 5 ml N5 (fiole) (SPM-366-03) 18.08.25 Red.1.pdf,841,45.52845528455285,45.52845528455285,45.52845528455285,Vitamina C sol. inj. 200 mg-ml 5 ml N5x2 (fiole) (SPM-366-04) 18.08.25 Red.1,Vitamina C sol. inj. 200 mg-ml 5 ml N5x2 (fiole) (SPM-366-04) 18.08.25 Red.1.pdf,653,44.067796610169495,44.067796610169495,44.067796610169495,Piracetam-BP sol. inj. 200 mg-ml 5 ml N5x2 (ВУМ-114-01) 15.03.22 Red. 2,Piracetam-BP sol. inj. 200 mg-ml 5 ml N5x2 (ВУМ-114-01) 15.03.22 Red. 2.pdf
40,Algodex sol.inj.25 mg/ml 2 ml N10,41300,ambiguous,,8,55.319148936170215,55.319148936170215,55.319148936170215,ALGODEX sol. inj. 25 mg_ml 2ml N5 (ВУМ-047-01) 16.03.23 Red.2,ALGODEX sol. inj. 25 mg_ml 2ml N5 (ВУМ-047-01) 16.03.23 Red.2.pdf,9,54.166666666666664,54.166666666666664,54.166666666666664,ALGODEX sol. inj. 25 mg_ml 2ml N5x2 (ВУМ-047-02) 16.03.23 Red.3,ALGODEX sol. inj. 25 mg_ml 2ml N5x2 (ВУМ-047-02) 16.03.23 Red.3.pdf,78,50.98039215686274,50.98039215686274,50.98039215686274,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2.pdf
41,Analgin-BP sol.inj.500 mg/ml 2 ml N10,56600,ambiguous,,78,62.264150943396224,62.264150943396224,62.264150943396224,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2.pdf,79,59.04761904761905,59.04761904761905,59.04761904761905,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x2 (ВУМ-179-01) 12.04.23 Red.3,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x2 (ВУМ-179-01) 12.04.23 Red.3.pdf,75,54.73684210526316,54.73684210526316,54.73684210526316,Analgin-BP comp. 500 mg N10x10 (SPM-430-02) 14.05.24 Red.1,Analgin-BP comp. 500 mg N10x10 (SPM-430-02) 14.05.24 Red.1.pdf
43,Clemastina-BP sol.inj 1mg/ml 2 ml N10,39900,ambiguous,,243,54.205607476635514,54.205607476635514,54.205607476635514,Clemastin-BP sol. inj. 1 mg-ml 2 ml N5x2 (ВУМ-037-01) 10.08.22 - Red.4,Clemastin-BP sol. inj. 1 mg-ml 2 ml N5x2 (ВУМ-037-01) 10.08.22 - Red.4.pdf,690,52.525252525252526,52.525252525252526,52.525252525252526,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18.pdf,398,49.056603773584904,49.056603773584904,49.056603773584904,Heparin-BP sol. inj. 5000 UI_ml 5 ml N10 (ВУМ-063-01-373) 15.06.21 Red.2,Heparin-BP sol. inj. 5000 UI_ml 5 ml N10 (ВУМ-063-01-373) 15.06.21 Red.2 .pdf
44,Clorura de sodiu-BP sol.inj 9mg/ml 2 ml N10,27300,ambiguous,,261,62.18487394957983,62.18487394957983,62.18487394957983,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x10 (ВУМ-184-04) 12.09.23 Red.2,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x10 (ВУМ-184-04) 12.09.23 Red.2.pdf,259,59.32203389830509,59.32203389830509,59.32203389830509,Clorură de Sodiu-BP sol. inj. 9 mg-ml 2 ml N5x2 (ВУМ-184-02) 12.09.23 Red.3,Clorură de Sodiu-BP sol. inj. 9 mg-ml 2 ml N5x2 (ВУМ-184-02) 12.09.23 Red.3.pdf,262,59.32203389830509,59.32203389830509,59.32203389830509,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x2 (ВУМ-184-03) 12.09.23 Red.2,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x2 (ВУМ-184-03) 12.09.23 Red.2.pdf
45,Dexametazon-BP sol.inj 4 mg/ml 2 ml N10,64600,ambiguous,,290,70.0,70.0,70.0,Dexametazon-BP sol. inj. 4 mg-ml 2 ml N5x2 (SPM-046-02-373) 26.11.25 Red.6,Dexametazon-BP sol. inj. 4 mg-ml 2 ml N5x2 (SPM-046-02-373) 26.11.25 Red.6.pdf,291,70.0,70.0,70.0,Dexametazon-BP sol. inj. 4 mg-ml 2 ml N5x5 (SPM-046-04-373) 26.11.25 Red.3,Dexametazon-BP sol. inj. 4 mg-ml 2 ml N5x5 (SPM-046-04-373) 26.11.25 Red.3.pdf,287,65.51724137931035,65.51724137931035,65.51724137931035,Dexametazon-BP sol. inj. 4 mg-ml 1 ml N5x2 (SPM-046-01-373) 26.11.25 Red.6,Dexametazon-BP sol. inj. 4 mg-ml 1 ml N5x2 (SPM-046-01-373) 26.11.25 Red.6.pdf
46,Furosemid-BP 10mg/ml 2 ml N10,15000,ambiguous,,367,73.91304347826087,73.91304347826087,73.91304347826087,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x10 (ВУМ-174-02-373) 27.01.23 Red.2,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x10 (ВУМ-174-02-373) 27.01.23 Red.2.pdf,368,73.91304347826087,73.91304347826087,73.91304347826087,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x2 (ВУМ-174-01-373) 27.01.23 Red.4,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x2 (ВУМ-174-01-373) 27.01.23 Red.4.pdf,690,48.35164835164835,48.35164835164835,48.35164835164835,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18.pdf
47,Ketoprofen-BP sol.inj 100 mg/2 ml N10,11600,ambiguous,,441,60.37735849056604,60.37735849056604,60.37735849056604,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x10 (SPM-069-02-373) 05.03.26 Red.2,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x10 (SPM-069-02-373) 05.03.26 Red.2.pdf,442,60.37735849056604,60.37735849056604,60.37735849056604,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x2 (SPM-069-01-373) 05.03.26 Red.3,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x2 (SPM-069-01-373) 05.03.26 Red.3.pdf,444,58.25242718446602,58.25242718446602,58.25242718446602,Ketorolac-BP sol. inj. 30 mg_ml 1 ml N5x2 (SPM-454-01) 13.09.24 Red.1,Ketorolac-BP sol. inj. 30 mg_ml 1 ml N5x2 (SPM-454-01) 13.09.24 Red.1.pdf
48,"Meloxicam-BP 15 mg/1,5 ml N 10 (Iraq)",12000,ambiguous,,522,75.0,75.0,75.0,"Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5 (SPM-085-02-373) 14.01.26 Red.3","Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5 (SPM-085-02-373) 14.01.26 Red.3.pdf",523,75.0,75.0,75.0,"Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5x2 (SPM-085-01-373) 14.01.26 Red.3","Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5x2 (SPM-085-01-373) 14.01.26 Red.3.pdf",516,66.66666666666666,66.66666666666666,66.66666666666666,Meloxicam-BP comp. 15 mg N20 (ВУМ-084-03) Red.2 - 12.02.20,Meloxicam-BP comp. 15 mg N20 (ВУМ-084-03) Red.2 - 12.02.20.pdf
49,Meloxicam-BP sol.inj.10 mg/ml 1.5 ml N10,35600,ambiguous,,522,60.176991150442475,60.176991150442475,60.176991150442475,"Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5 (SPM-085-02-373) 14.01.26 Red.3","Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5 (SPM-085-02-373) 14.01.26 Red.3.pdf",523,59.130434782608695,59.130434782608695,59.130434782608695,"Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5x2 (SPM-085-01-373) 14.01.26 Red.3","Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5x2 (SPM-085-01-373) 14.01.26 Red.3.pdf",476,55.65217391304348,55.65217391304348,55.65217391304348,Lidocain-BP sol. inj. 20 mg-ml 2 ml N10 - 07.5- (ВУМ-076-01) 13.10.21 Red.2,Lidocain-BP sol. inj. 20 mg-ml 2 ml N10 - 07.5- (ВУМ-076-01) 13.10.21 Red.2.pdf
50,Ondansetron 4 mg/2 ml N 10 (export),135450,ambiguous,,608,51.61290322580645,51.61290322580645,51.61290322580645,Ondansetron-BP comp. 8 mg N20 (ВУМ-312-01) 26.08.22 Red. 1,Ondansetron-BP comp. 8 mg N20 (ВУМ-312-01) 26.08.22 Red. 1.pdf,609,50.526315789473685,50.526315789473685,50.526315789473685,Ondansetron-BP comp. 8 mg N20x3 (ВУМ-312-02) 26.08.22 Red. 1,Ondansetron-BP comp. 8 mg N20x3 (ВУМ-312-02) 26.08.22 Red. 1.pdf,611,50.526315789473685,50.526315789473685,50.526315789473685,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1.pdf
51,Regimed 2 ml N 10 (KZ),11400,ambiguous,,367,58.333333333333336,58.333333333333336,58.333333333333336,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x10 (ВУМ-174-02-373) 27.01.23 Red.2,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x10 (ВУМ-174-02-373) 27.01.23 Red.2.pdf,368,58.333333333333336,58.333333333333336,58.333333333333336,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x2 (ВУМ-174-01-373) 27.01.23 Red.4,Furosemid-BP sol. inj. 10 mg-ml 2 ml N5x2 (ВУМ-174-01-373) 27.01.23 Red.4.pdf,571,58.333333333333336,58.333333333333336,58.333333333333336,Mitoxantron-BP sol. perf. 2 mg_ml 10 ml N1 (ВУМ-097-01) 15.10.18 Red.1,Mitoxantron-BP sol. perf. 2 mg_ml 10 ml N1 (ВУМ-097-01) 15.10.18 Red.1.pdf
52,Spasmoverin 40 mg/2ml N 10 (export),22800,ambiguous,,750,70.0,70.0,70.0,Spasmoverin comp. 40 mg N20 (ВУМ-129-01-373) 18.06.21 Red. 1,Spasmoverin comp. 40 mg N20 (ВУМ-129-01-373) 18.06.21 Red. 1.pdf,751,70.0,70.0,70.0,Spasmoverin comp. 40 mg N20x3 (ВУМ-129-02-373) 18.06.21 Red.2,Spasmoverin comp. 40 mg N20x3 (ВУМ-129-02-373) 18.06.21 Red.2.pdf,746,59.45945945945946,59.45945945945946,59.45945945945946,Spasmoverin FORTE comp. 80 mg N10 (ВУМ-135-01-373) 18.06.21 Red.1,Spasmoverin FORTE comp. 80 mg N10 (ВУМ-135-01-373) 18.06.21 Red.1.pdf
54,Drotaverin-BP 20mg/ml 2 ml N50,16000,ambiguous,,310,75.0,75.0,75.0,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x10 (SPM-164-02) 29.10.25 Red. 3,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x10 (SPM-164-02) 29.10.25 Red. 3.pdf,311,75.0,75.0,75.0,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x2 (SPM-164-01) 29.10.25 Red. 4,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x2 (SPM-164-01) 29.10.25 Red. 4.pdf,690,43.47826086956522,43.47826086956522,43.47826086956522,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18.pdf
55,Ketoprofen-BP sol.inj 100 mg/2 ml N50 !!!,14900,ambiguous,,444,57.94392523364486,57.94392523364486,57.94392523364486,Ketorolac-BP sol. inj. 30 mg_ml 1 ml N5x2 (SPM-454-01) 13.09.24 Red.1,Ketorolac-BP sol. inj. 30 mg_ml 1 ml N5x2 (SPM-454-01) 13.09.24 Red.1.pdf,441,56.14035087719298,56.14035087719298,56.14035087719298,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x10 (SPM-069-02-373) 05.03.26 Red.2,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x10 (SPM-069-02-373) 05.03.26 Red.2.pdf,442,56.14035087719298,56.14035087719298,56.14035087719298,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x2 (SPM-069-01-373) 05.03.26 Red.3,Ketoprofen-BP sol. inj. conc. perf. 50 mg-ml 2 ml N5x2 (SPM-069-01-373) 05.03.26 Red.3.pdf
57,Citicolin-BP sol.inj 125 mg/ml 4 ml N 5,3000,ambiguous,,229,70.37037037037037,70.37037037037037,70.37037037037037,Citicolin-BP sol. inj. 125 mg-ml 4 ml N5 (ВУМ-175-01) 15.11.22 Red. 2,Citicolin-BP sol. inj. 125 mg-ml 4 ml N5 (ВУМ-175-01) 15.11.22 Red. 2.pdf,231,68.51851851851852,68.51851851851852,68.51851851851852,Citicolin-BP sol. inj. 250 mg-ml 4 ml N5 (ВУМ-175-03) 15.11.22 Red. 2,Citicolin-BP sol. inj. 250 mg-ml 4 ml N5 (ВУМ-175-03) 15.11.22 Red. 2.pdf,225,58.8235294117647,58.8235294117647,58.8235294117647,Cianocobolamin-BP sol. inj. 0.5 mg-ml 1 ml N5x2 (SPM-226-01-373) 20.10.25 Red. 4,Cianocobolamin-BP sol. inj. 0.5 mg-ml 1 ml N5x2 (SPM-226-01-373) 20.10.25 Red. 4.pdf
58,Diclofenac Sodium Eletis 75 mg/3 ml N 5  Lit,30850,no_match,,293,49.54128440366973,49.54128440366973,49.54128440366973,Diclofenac-BP sol. inj. 75 mg_3 ml N5 (ВУМ-183-01) 11.09.23 Red. 2,Diclofenac-BP sol. inj. 75 mg_3 ml N5 (ВУМ-183-01) 11.09.23 Red. 2.pdf,294,48.648648648648646,48.648648648648646,48.648648648648646,Diclofenac-BP sol. inj. 75 mg_3 ml N5x2 (ВУМ-183-02) 11.09.23 Red. 2,Diclofenac-BP sol. inj. 75 mg_3 ml N5x2 (ВУМ-183-02) 11.09.23 Red. 2.pdf,358,42.3728813559322,42.3728813559322,42.3728813559322,Fluorouacil-BP sol. inj. 50 mg_ml 10 ml N1 ENG (ВУМ-057-03-218) Libia 17.11.20,Fluorouacil-BP sol. inj. 50 mg_ml 10 ml N1 ENG (ВУМ-057-03-218) Libia 17.11.20 .pdf
59,Diclofenac-BP sol.inj. 75 mg/3ml 3 ml N 5,48500,ambiguous,,293,77.61194029850746,77.61194029850746,77.61194029850746,Diclofenac-BP sol. inj. 75 mg_3 ml N5 (ВУМ-183-01) 11.09.23 Red. 2,Diclofenac-BP sol. inj. 75 mg_3 ml N5 (ВУМ-183-01) 11.09.23 Red. 2.pdf,294,77.61194029850746,77.61194029850746,77.61194029850746,Diclofenac-BP sol. inj. 75 mg_3 ml N5x2 (ВУМ-183-02) 11.09.23 Red. 2,Diclofenac-BP sol. inj. 75 mg_3 ml N5x2 (ВУМ-183-02) 11.09.23 Red. 2.pdf,231,58.18181818181818,58.18181818181818,58.18181818181818,Citicolin-BP sol. inj. 250 mg-ml 4 ml N5 (ВУМ-175-03) 15.11.22 Red. 2,Citicolin-BP sol. inj. 250 mg-ml 4 ml N5 (ВУМ-175-03) 15.11.22 Red. 2.pdf
60,Protacit 1000 mg/4ml N 5,7000,no_match,,793,40.54054054054054,40.54054054054054,40.54054054054054,Tolperison-BP_comp_150mg_N30 (ВУМ-148-02) 01.10.19,Tolperison-BP_comp_150mg_N30 (ВУМ-148-02) 01.10.19.pdf,822,40.54054054054054,40.54054054054054,40.54054054054054,Vinpocetin-BP comp. 5 mg N60 (ВУМ-157-01) 15.10.18,Vinpocetin-BP comp. 5 mg N60 (ВУМ-157-01) 15.10.18.pdf,595,40.0,40.0,40.0,Ofloxacin-BP comp. 200 mg N10 (ВУМ-103-01) 15.12.18,Ofloxacin-BP comp. 200 mg N10 (ВУМ-103-01) 15.12.18.pdf
61,AlgoSpazmin sol.inj. 5 ml N 10,24000,ambiguous,,55,82.35294117647058,82.35294117647058,82.35294117647058,AlgoSpazmin sol. inj. 5 ml N5x2 (SPM-228-04) 10.06.25 Red.2,AlgoSpazmin sol. inj. 5 ml N5x2 (SPM-228-04) 10.06.25 Red.2.pdf,53,77.55102040816327,77.55102040816327,77.55102040816327,AlgoSpazmin sol. inj. 2 ml N5x2 (SPM-228-02) 10.06.25 Red.2,AlgoSpazmin sol. inj. 2 ml N5x2 (SPM-228-02) 10.06.25 Red.2.pdf,50,60.46511627906977,60.46511627906977,60.46511627906977,"AlgoSpazmin comp. 500 mg_5 mg_0,1 mg N10 (SPM-376-01) 26.12.24 Red.3","AlgoSpazmin comp. 500 mg_5 mg_0,1 mg N10 (SPM-376-01) 26.12.24 Red.3.pdf"
62,Amiodaron-BP sol.inj.150 mg/3ml 3 ml N10,18200,ambiguous,,61,57.94392523364486,57.94392523364486,57.94392523364486,Amiodaron-BP sol. inj. 150 mg-3 ml N5x2 (SPM-017-01) 11.12.24 Red.4,Amiodaron-BP sol. inj. 150 mg-3 ml N5x2 (SPM-017-01) 11.12.24 Red.4.pdf,62,57.142857142857146,57.142857142857146,57.142857142857146,Amiodaron-BP_sol_inj_150mg_3ml_N5x2 Ro-En (SPM-017-02-373) 25.04.25 Red.1,Amiodaron-BP_sol_inj_150mg_3ml_N5x2 Ro-En (SPM-017-02-373) 25.04.25 Red.1.pdf,310,54.3859649122807,54.3859649122807,54.3859649122807,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x10 (SPM-164-02) 29.10.25 Red. 3,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x10 (SPM-164-02) 29.10.25 Red. 3.pdf
63,Amiodaron-BP sol.inj.150 mg/3ml 3 ml N10 (export),16000,ambiguous,,61,60.3448275862069,60.3448275862069,60.3448275862069,Amiodaron-BP sol. inj. 150 mg-3 ml N5x2 (SPM-017-01) 11.12.24 Red.4,Amiodaron-BP sol. inj. 150 mg-3 ml N5x2 (SPM-017-01) 11.12.24 Red.4.pdf,62,57.142857142857146,57.142857142857146,57.142857142857146,Amiodaron-BP_sol_inj_150mg_3ml_N5x2 Ro-En (SPM-017-02-373) 25.04.25 Red.1,Amiodaron-BP_sol_inj_150mg_3ml_N5x2 Ro-En (SPM-017-02-373) 25.04.25 Red.1.pdf,310,55.28455284552845,55.28455284552845,55.28455284552845,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x10 (SPM-164-02) 29.10.25 Red. 3,Drotaverin-BP sol. inj. 20 mg-ml 2 ml N N5x10 (SPM-164-02) 29.10.25 Red. 3.pdf
65,Clorura de sodiu-BP sol.inj 9mg/ml 5 ml N10,166900,ambiguous,,261,62.18487394957983,62.18487394957983,62.18487394957983,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x10 (ВУМ-184-04) 12.09.23 Red.2,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x10 (ВУМ-184-04) 12.09.23 Red.2.pdf,262,59.32203389830509,59.32203389830509,59.32203389830509,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x2 (ВУМ-184-03) 12.09.23 Red.2,Clorură de Sodiu-BP sol. inj. 9 mg-ml 5 ml N5x2 (ВУМ-184-03) 12.09.23 Red.2.pdf,257,58.11965811965812,58.11965811965812,58.11965811965812,Clorură de Potasiu-BP sol. inj. 40 mg_ml 10 ml N10(SPM-380-01) 25.03.24 Red.1,Clorură de Potasiu-BP sol. inj. 40 mg_ml 10 ml N10(SPM-380-01) 25.03.24 Red.1.pdf
66,Lacetam sol.inj. 200 mg/ml 5 ml N 10,28200,ambiguous,,164,57.42574257425743,57.42574257425743,57.42574257425743,Bupivacain-BP sol. inj. 5 mg_ml 10 ml N1 (ВУМ-029-05) 07.08.23 Red.2,Bupivacain-BP sol. inj. 5 mg_ml 10 ml N1 (ВУМ-029-05) 07.08.23 Red.2.pdf,522,56.88073394495413,56.88073394495413,56.88073394495413,"Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5 (SPM-085-02-373) 14.01.26 Red.3","Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5 (SPM-085-02-373) 14.01.26 Red.3.pdf",523,55.85585585585586,55.85585585585586,55.85585585585586,"Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5x2 (SPM-085-01-373) 14.01.26 Red.3","Meloxicam-BP sol. inj. 10 mg-ml 1,5 ml N5x2 (SPM-085-01-373) 14.01.26 Red.3.pdf"
67,Nootrovega sol.inj. 200 mg/ml 5 ml N10,53900,ambiguous,,659,56.60377358490566,56.60377358490566,56.60377358490566,Piridoxin-BP sol. inj. 50 mg-ml 1 ml N10 (ВУМ-217-01) 07.12.21 Red.2,Piridoxin-BP sol. inj. 50 mg-ml 1 ml N10 (ВУМ-217-01) 07.12.21 Red.2.pdf,611,54.205607476635514,54.205607476635514,54.205607476635514,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1.pdf,690,54.0,54.0,54.0,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18.pdf
68,Ondansetron-BP 2 mg/ml 4 ml N 10 (Iraq),12000,ambiguous,,613,79.24528301886792,79.24528301886792,79.24528301886792,Ondansetron-BP sol. inj. 2 mg-ml 4 ml N5x2 (ВУМ-105-01) 04.02.22 Red. 2,Ondansetron-BP sol. inj. 2 mg-ml 4 ml N5x2 (ВУМ-105-01) 04.02.22 Red. 2.pdf,611,74.50980392156863,74.50980392156863,74.50980392156863,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1.pdf,608,60.869565217391305,60.869565217391305,60.869565217391305,Ondansetron-BP comp. 8 mg N20 (ВУМ-312-01) 26.08.22 Red. 1,Ondansetron-BP comp. 8 mg N20 (ВУМ-312-01) 26.08.22 Red. 1.pdf
69,Ondansetron-BP sol.inj. 2mg/ml 4ml N 10,7000,ambiguous,,611,68.51851851851852,68.51851851851852,68.51851851851852,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1.pdf,613,68.51851851851852,68.51851851851852,68.51851851851852,Ondansetron-BP sol. inj. 2 mg-ml 4 ml N5x2 (ВУМ-105-01) 04.02.22 Red. 2,Ondansetron-BP sol. inj. 2 mg-ml 4 ml N5x2 (ВУМ-105-01) 04.02.22 Red. 2.pdf,690,59.40594059405941,59.40594059405941,59.40594059405941,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18,Ranitidin-BP sol. inj. 20 mg-ml 2 ml N10 (ВУМ-175-03) 15.12.18.pdf
70,Piracetam-BP sol.inj. 200 mg/5 ml N10,48100,ambiguous,,651,78.68852459016394,78.68852459016394,78.68852459016394,Piracetam-BP sol. inj. 200 mg-ml 15 ml N1 (ВУМ-114-02) 15.03.22 Red. 1,Piracetam-BP sol. inj. 200 mg-ml 15 ml N1 (ВУМ-114-02) 15.03.22 Red. 1.pdf,653,78.68852459016394,78.68852459016394,78.68852459016394,Piracetam-BP sol. inj. 200 mg-ml 5 ml N5x2 (ВУМ-114-01) 15.03.22 Red. 2,Piracetam-BP sol. inj. 200 mg-ml 5 ml N5x2 (ВУМ-114-01) 15.03.22 Red. 2.pdf,678,58.0,58.0,58.0,Progesteron-BP sol. inj. 25 mg-ml 1ml_N10 (ВУМ-121-02) 25.02.19,Progesteron-BP sol. inj. 25 mg-ml 1ml_N10 (ВУМ-121-02) 25.02.19.pdf
71,Sulfat de magneziu-BP sol. inj. 250 mg/ml 5 ml N10,95650,ambiguous,,729,93.61702127659575,93.61702127659575,93.61702127659575,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N10 (ВУМ-182-01) 15.04.22 Red. 2,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N10 (ВУМ-182-01) 15.04.22 Red. 2.pdf,730,88.88888888888889,88.88888888888889,88.88888888888889,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N50 (ВУМ-182-02) 15.04.22 Red. 2,SULFAT DE MAGNEZIU-BP sol. inj. 250 mg-ml 5 ml N50 (ВУМ-182-02) 15.04.22 Red. 2.pdf,78,57.142857142857146,57.142857142857146,57.142857142857146,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2,Analgin-BP sol. inj. 500 mg-ml 2 ml N5x10 (ВУМ-179-02) 12.04.23 Red.2.pdf
